"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"28013",28015,"DENIED","PRICEWATERHOUSECOOPERS LLP","TECHNICAL","ADVISORY ASSOCIATE","Y",63086,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28014",28016,"DENIED","ERNST & YOUNG U.S. LLP","NON-TECHNICAL","TAX STAFF","Y",45178,2015,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"28015",28017,"DENIED","AZEE SYSTEMS INC","TECHNICAL","JAVA SOFTWARE DEVELOPER","Y",53914,2015,"BEAVERTON, OREGON"," WEST",-122.8037102,45.487062
"28016",28018,"DENIED","LOSCH MANAGEMENT COMPANY LLC","TECHNICAL","NETWORK ADMINISTRATOR","Y",74006.4,2015,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"28017",28019,"DENIED","GOODREADS LLC","TECHNICAL","SOFTWARE DEVELOPMENT ENGINEER I","Y",88254,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28018",28020,"DENIED","ERNST & YOUNG LLP (EY GUAM)","NON-TECHNICAL","SENIOR ASSURANCE","Y",24752,2015,"TAMUNING, NA"," NA",144.7755192,13.4924875
"28019",28021,"DENIED","CHARLES SCHWAB AND COMPANY, INC.","TECHNICAL","SENIOR STAFF, MANAGEMENT INFORMATION SYSTEMS","Y",114400,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28020",28022,"DENIED","NATHA ASSOCIATES INC.","NON-TECHNICAL","SYSTEMS ACCOUNTANT","Y",48214.4,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28021",28023,"DENIED","IM FLASH TECHNOLOGIES, LLC","TECHNICAL","PRODUCT ENGINEER","Y",71261,2015,"LEHI, UTAH"," WEST",-111.8507662,40.3916172
"28022",28024,"DENIED","MOUNT SINAI MEDICAL CENTER","TECHNICAL","CLINICAL LABORATORY TECHNOLOGIST","Y",54905.76,2015,"LONG ISLAND CITY, NEW YORK"," NORTH EAST",-73.9485424,40.744679
"28023",28025,"DENIED","DIVERSIFIED TECHNOLOGY, INC.","TECHNICAL","SOFTWARE DEVELOPER, APPLICATIONS","Y",73444.8,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"28024",28026,"DENIED","DODGE & COX","NON-TECHNICAL","RESEARCH ASSOCIATE","Y",96699,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28025",28027,"DENIED","BRILLIANT STUDIO, INC.","NON-TECHNICAL","PROCESS AND IMPROVEMENT ENGINEER","Y",61651,2015,"EXTON, PENNSYLVANIA"," NORTH EAST",-75.6274583,40.0325817
"28026",28028,"DENIED","SANFORD CLINIC NORTH","NON-TECHNICAL","HOSPITALIST","Y",139548,2015,"BEMIDJI, MINNESOTA"," MID WEST",-94.8858492,47.4875361
"28027",28029,"DENIED","NCS PEARSON, INC.","TECHNICAL","SENIOR SOFTWARE DEVELOPER (BUSINESS PROCESSES)","Y",83200,2015,"BLOOMINGTON, MINNESOTA"," MID WEST",-93.2982799,44.840798
"28028",28030,"DENIED","RENOWN HEALTH","NON-TECHNICAL","PHYSICIAN - INTERNAL MEDICINE","Y",180000,2015,"RENO, NEVADA"," WEST",-119.8138027,39.5296329
"28029",28031,"DENIED","LENCO DIAGNOSTIC LABORATORIES INC","NON-TECHNICAL","BUSINESS OPERATIONS SPECIALIST","Y",46883,2015,"BROOKLYN, NEW YORK"," NORTH EAST",-73.9441579,40.6781784
"28030",28032,"DENIED","UNIVERSITY OF NORTH CAROLINA ASHEVILLE","NON-TECHNICAL","ASSISTANT PROFESSOR OF INTERNATIONAL STUDIES","Y",55047,2015,"ASHEVILLE, NORTH CAROLINA","SOUTH",-82.5514869,35.5950581
"28031",28033,"DENIED","AMAZON WEB SERVICES, INC.","NON-TECHNICAL","BUSINESS ANALYST II","Y",76752,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28032",28034,"DENIED","CENTER OF STUDIES ON ECONOMIC INTEGRATION AND INTERNATIONAL TRADE","NON-TECHNICAL","SOCIAL SCIENCE RESEARCH ASSISTNAT","Y",21965,2015,"BOCA RATON, FLORIDA"," SOUTH",-80.1289321,26.3683064
"28033",28035,"DENIED","SOBRR INC.","NON-TECHNICAL","CEO","Y",107390,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28035",28037,"DENIED","CAPGEMINI U.S. LLC","TECHNICAL","SENIOR CONSULTANT/DATA ANALYST","Y",80800,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"28036",28038,"DENIED","RADIAN GUARANTY, INC.","NON-TECHNICAL","FINANCIAL QUANTITATIVE ANALYST","Y",52478,2015,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"28037",28039,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","ONSITE PROJECT MANAGER","Y",85825,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"28038",28040,"DENIED","AMERICAN SECURITY PROJECT","NON-TECHNICAL","DIRECTOR OF STRATEGY AND COMMUNICATIONS","Y",99445,2015,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"28039",28041,"DENIED","ATALANTA CORPORATION","NON-TECHNICAL","BUYER","Y",46738,2015,"UNION CITY, CALIFORNIA"," WEST",-122.0438298,37.5933918
"28040",28042,"DENIED","TRIMECA USA, LLC","NON-TECHNICAL","SALES ENGINEER","Y",63898,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28041",28043,"DENIED","COLLABORATIVE LEARNING PROJECT","NON-TECHNICAL","SPANISH TEACHER","N",34860.8,2015,"WESTON, MASSACHUSETTS"," NORTH EAST",-71.3031132,42.3667625
"28042",28044,"DENIED","INOVALON, INC.","TECHNICAL","BUSINESS ANALYST","Y",61797,2015,"BOWIE, MARYLAND"," SOUTH",-76.7791365,39.0067768
"28043",28045,"DENIED","INOVALON, INC.","NON-TECHNICAL","BUSINESS ANALYST","Y",70096,2015,"BOWIE, MARYLAND"," SOUTH",-76.7791365,39.0067768
"28045",28047,"DENIED","DIASPARK INC","TECHNICAL","PROGRAMMER ANALYST","Y",66602,2015,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"28048",28050,"DENIED","CATERPILLAR INC.","TECHNICAL","ENGINEER","Y",60923,2015,"MOSSVILLE, ILLINOIS"," MID WEST",-89.5679474,40.8171184
"28049",28051,"DENIED","AVENIR ASSOCIATES, INC.","NON-TECHNICAL","DATABASE ANALYST","Y",60736,2015,"PINE BROOK, NEW JERSEY"," NORTH EAST",-74.3440842,40.8674879
"28050",28052,"DENIED","CAFE N STUFF INC.","NON-TECHNICAL","COST ACCOUNTANT","N",48027.2,2015,"DOWNEY, CALIFORNIA"," WEST",-118.1331593,33.9401088
"28051",28053,"DENIED","CATERPILLAR INC.","TECHNICAL","SENIOR ENGINEER","Y",73382,2015,"MOSSVILLE, ILLINOIS"," MID WEST",-89.5679474,40.8171184
"28052",28054,"DENIED","IKON SOFTWARE SERVICES","TECHNICAL","PROGRAMMER ANALYST","Y",57366,2015,"SCOTTSDALE, ARIZONA"," WEST",-111.9260519,33.4941704
"28053",28055,"DENIED","FOUNDATION FOR HUMAN RIGHTS IN CUBA","NON-TECHNICAL","SCRIPT WRITER","Y",20000,2015,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"28054",28056,"DENIED","ROCKFISH INTERACTIVE, LLC","TECHNICAL","SENIOR USER EXPERIENCE ARCHITECT","Y",85072,2015,"FRISCO, TEXAS"," SOUTH",-96.8236116,33.1506744
"28055",28057,"DENIED","UNIVERSITY OF MASSACHUSETTS PRESIDENT'S OFFICE","TECHNICAL","APPLICATIONS DEVELOPER II","Y",71300,2015,"SHREWSBURY, MASSACHUSETTS"," NORTH EAST",-71.7128471,42.2959267
"28056",28058,"DENIED","AMAZON CORPORATE LLC","NON-TECHNICAL","BUSINESS ANALYST II","Y",70886,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28057",28059,"DENIED","UNIVERSITY OF SOUTH FLORIDA","NON-TECHNICAL","BIOLOGICAL SCIENTIST","Y",41642,2015,"TAMPA, FLORIDA"," SOUTH",-82.4571776,27.950575
"28058",28060,"DENIED","TECHMAGIX INC","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",60549,2015,"NORTHBOROUGH, MASSACHUSETTS"," NORTH EAST",-71.6411997,42.3195556
"28059",28061,"DENIED","CLOUD SOURCE, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",67059,2015,"WOONSOCKET, RHODE ISLAND"," NORTH EAST",-71.5147839,42.0028761
"28060",28062,"DENIED","AKAMAI TECHNOLOGIES, INC.","TECHNICAL","SOLUTIONS ENGINEER II","Y",111634,2015,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"28061",28063,"DENIED","ISDE NORTH AMERICA INC","NON-TECHNICAL","BUSINESS DEVELOPMENT MANAGER","Y",65000,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28062",28064,"DENIED","WALT DISNEY PARKS AND RESORTS ONLINE","TECHNICAL","SENIOR SOFTWARE ENGINEER","Y",86200,2015,"GLENDALE, CALIFORNIA"," WEST",-118.255075,34.1425078
"28063",28065,"DENIED","ROEM BUILDERS INCORPORATED","TECHNICAL","PROJECT ENGINEER","Y",17800,2015,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"28064",28066,"DENIED","VIGNA SOLUTIONS, INC.","TECHNICAL","QA PROGRAMMER","Y",67558.4,2015,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"28065",28067,"DENIED","LENMAR CONSULTING INC.","TECHNICAL","BUSINESS ANALYST","Y",63086,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28066",28068,"DENIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","TECHNICAL","SYSTEM ANALYST JC65","Y",80995,2015,"TEANECK, NEW JERSEY"," NORTH EAST",-74.0116536,40.8932469
"28067",28069,"DENIED","?WHAT IF! USA LIMITED","NON-TECHNICAL","GRAPHIC DESIGNER","Y",65000,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28068",28070,"DENIED","GENX CLOTHING, INC","TECHNICAL","SOFTWARE DEVELOPER","N",63856,2015,"VERNON, CALIFORNIA"," WEST",-118.230073,34.003903
"28069",28071,"DENIED","VIGNA SOLUTIONS, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",67558.4,2015,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"28070",28072,"DENIED","JANRAIN, INC.","TECHNICAL","DIRECTOR OF ENGINEERING","Y",133515,2015,"REDWOOD CITY, CALIFORNIA"," WEST",-122.2363548,37.4852152
"28071",28073,"DENIED","COMPANY SMILE LLC","NON-TECHNICAL","HURRICANE PROTECTION BARRICADE AT CHANDELURE ISLAND LA.","Y",21000,2015,"NEW ORLEANS, LOUISIANA"," SOUTH",-90.0715323,29.9510658
"28072",28074,"DENIED","JAVITA, INC.","TECHNICAL","SOFTWARE DEVELOPER","N",50065.6,2015,"BOCA RATON, FLORIDA"," SOUTH",-80.1289321,26.3683064
"28073",28075,"DENIED","FORTUNE ONE FOOD, INC.","NON-TECHNICAL","BUDGET ANALYST","N",46529.6,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28074",28076,"DENIED","L & M CONSULTING GROUP, INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",56826,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28075",28077,"DENIED","SUPER PHARMACY LLC","NON-TECHNICAL","PHARMACIST","Y",98966.4,2015,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"28076",28078,"DENIED","UNIVERSITY OF CALIFORNIA, SAN DIEGO","NON-TECHNICAL","ASSISTANT PROJECT SCIENTIST","Y",79643,2015,"LA JOLLA, CALIFORNIA"," WEST",-117.2712717,32.8328112
"28077",28079,"DENIED","HORIZONSOFTSOLUTIONS, INC","TECHNICAL","PROGRAMMER ANALYST II","Y",74630,2015,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"28078",28080,"DENIED","WORLD WILDLIFE FUND US","NON-TECHNICAL","PROGRAM MANAGER, WWF LIVING AMAZON INITIATIVE","Y",99445,2015,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"28079",28081,"DENIED","PROSER CORPORATION","TECHNICAL","PROJECT MANAGER","Y",62837,2015,"WINDSOR, CONNECTICUT"," NORTH EAST",-72.6437022,41.8525984
"28080",28082,"DENIED","BCM GLOBAL TECHNOLOGIES CONSULTANTS, INC.","TECHNICAL","PROGRAMMER II","Y",51896,2015,"SALEM, OREGON"," WEST",-123.0350963,44.9428975
"28081",28083,"DENIED","ZODIAC WATER AND WASTE SYSTEMS","TECHNICAL","SYSTEMS TEST ENGINEER","Y",73237,2015,"CARSON, CALIFORNIA"," WEST",-118.281693,33.8316745
"28082",28084,"DENIED","JNIT TECHNOLOGIES","TECHNICAL","WEBSPHERE ADMIN","Y",83824,2015,"HARTFORD, CONNECTICUT"," NORTH EAST",-72.6850932,41.7637111
"28083",28085,"DENIED","FRAM, LLC","NON-TECHNICAL","GENERAL MANAGER","Y",26956.8,2015,"SAIPAN, NA"," NA",145.7297891,15.1515153
"28084",28086,"DENIED","UNITED CEREBRAL PALSY ASSOCIATION OF ORANGE COUNTY","NON-TECHNICAL","SPEECH/LANGUAGE PATHOLOGIST","Y",72800,2015,"IRVINE, CALIFORNIA"," WEST",-117.7946942,33.6839473
"28085",28087,"DENIED","ITCAPS LLC","TECHNICAL","SR.STORAGE AREA NETWORK ADMINISTRATOR","Y",66456,2015,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"28086",28088,"DENIED","LANCESOFT, INC.","TECHNICAL","PROGRAMMER/ANALYST","Y",54246,2015,"ENGLEWOOD, COLORADO"," WEST",-104.9877597,39.6477653
"28087",28089,"DENIED","AMAZON CORPORATE LLC","TECHNICAL","SOFTWARE DEVELOPMENT ENGINEER I","Y",81432,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28088",28090,"DENIED","MICROSOFT CORPORATION","TECHNICAL","SPECIALIST, ENGINE SOFTWARE","Y",113589,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28090",28092,"DENIED","FREIGHTSTAR EXPEDITED LLC","NON-TECHNICAL","TRUCK DRIVER","Y",38700,2015,"ELMHURST, ILLINOIS"," MID WEST",-87.9403418,41.8994744
"28092",28094,"DENIED","OPTIMUM LIFE PHYSICAL THERAPY","NON-TECHNICAL","PHYSICAL THERAPIST","Y",60528,2015,"HEMPSTEAD, NEW YORK"," NORTH EAST",-73.6187397,40.7062128
"28093",28095,"DENIED","MAXNET TECHNOLOGIES LLC","TECHNICAL","PROGRAMMER ANALYST","Y",63086,2015,"SADDLE BROOK, NEW JERSEY"," NORTH EAST",-74.1007318,40.9040085
"28094",28096,"DENIED","ERNST & YOUNG U.S. LLP","NON-TECHNICAL","ASSURANCE STAFF","Y",99550880,2015,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"28095",28097,"DENIED","FORD MOTOR COMPANY","TECHNICAL","MODEL BASED DESIGN ENGINEER","Y",102606,2015,"PALO ALTO, CALIFORNIA"," WEST",-122.1430195,37.4418834
"28096",28098,"DENIED","COASTAL DINING AND ENTERTAINMENT","NON-TECHNICAL","FRONT OF THE HOUSE MANAGER","Y",37000,2015,"MYRTLE BEACH, SOUTH CAROLINA"," SOUTH",-78.8866943,33.6890603
"28097",28099,"DENIED","MICROSOFT CORPORATION","TECHNICAL","SENIOR SOFTWARE ENGINEER","Y",122450,2015,"BURLINGTON, MASSACHUSETTS"," NORTH EAST",-71.1956205,42.5047161
"28098",28100,"DENIED","ESSENTIAL TECHNOLOGIES, INC.,","TECHNICAL","PROGRAMMER ANALYST","Y",78686,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28099",28101,"DENIED","PACIFIC LEATHER COMPANY, LLC","NON-TECHNICAL","ORTHOPEDIC SHOE MAKER AND REPAIRER","Y",25060,2015,"HONOLULU, HAWAII"," WEST",-157.8583333,21.3069444
"28100",28102,"DENIED","HALLIBURTON ENERGY SERVICES, INC.","TECHNICAL","SR. TECHNICAL PROFESSIONAL- PINNACLE GEOSCIENCES","Y",77085,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28101",28103,"DENIED","MOSS ADAMS LLP","NON-TECHNICAL","ASSURANCE MANAGER - HEALTH CARE","Y",94796,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28102",28104,"DENIED","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY","NON-TECHNICAL","VETERINARY RESIDENT","Y",31787,2015,"AMES, IOWA"," MID WEST",-93.6319131,42.0307812
"28103",28105,"DENIED","UNIVERSITY OF VIRGINIA HEALTH SERVICES FOUNDATION","NON-TECHNICAL","PROFESSOR","N",139443.2,2015,"CHARLOTTESVILLE, VIRGINIA"," SOUTH",-78.4766781,38.0293059
"28104",28106,"DENIED","DELOITTE CONSULTING LLP","TECHNICAL","SENIOR CONSULTANT","Y",82285,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28105",28107,"DENIED","AMAZON CORPORATE LLC","TECHNICAL","WEB DEVELOPMENT ENGINEER I","Y",109762,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28106",28108,"DENIED","ORION SYSTEMS INTEGRATORS DELAWARE LLC","TECHNICAL","SR. SOFTWARE DEVELOPER (. NET DEVELOPER)","Y",89669,2015,"VIENNA, VIRGINIA"," SOUTH",-77.2652604,38.9012225
"28107",28109,"DENIED","HITACHI CONSULTING CORPORATION","TECHNICAL","SOFTWARE ENGINEER","Y",98107,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28108",28110,"DENIED","AMAZON CORPORATE LLC","TECHNICAL","WEB DEVELOPMENT ENGINEER II","Y",77700,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28109",28111,"DENIED","DIBON SOLUTIONS INC","NON-TECHNICAL","SPECIALTY TECHNICAL RECRUITER","Y",38418,2015,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"28110",28112,"DENIED","APRICOT CONSULTING SERVICES, INC.","TECHNICAL","WEB DESIGNER/SOFTWARE DEVELOPER","Y",44179.2,2015,"WEST PALM BEACH, FLORIDA"," SOUTH",-80.0533746,26.7153424
"28111",28113,"DENIED","MEGASTAR FINANCIAL CORP.","TECHNICAL","COMPUTER PROGRAMER","Y",45951,2015,"DENVER, COLORADO"," WEST",-104.990251,39.7392358
"28112",28114,"DENIED","SUPERNOVA INFOTECHNOLOGIES, INC","TECHNICAL","SOFTWARE DEVELOPER","Y",65957,2015,"EDEN PRAIRIE, MINNESOTA"," MID WEST",-93.470786,44.8546856
"28113",28115,"DENIED","MICROSOFT CORPORATION","TECHNICAL","ANTENNA TEST SPECIALIST","Y",118581,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28114",28116,"DENIED","INPATIENT SERVICES OF TENNESSEE, PC","NON-TECHNICAL","HOSPITALIST PHYSICIAN","N",192587.2,2015,"CLARKSVILLE, TENNESSEE"," SOUTH",-87.3594528,36.5297706
"28115",28117,"DENIED","24/7 CUSTOMER, INC.","TECHNICAL","QA TEAM LEAD","Y",88200,2015,"ALAMEDA, CALIFORNIA"," WEST",-122.2416355,37.7652065
"28116",28118,"DENIED","THE UNIVERSITY OF FINDLAY","NON-TECHNICAL","DIRECTOR OF ENGLISH EQUESTRIAN STUDIES","Y",39850,2015,"FINDLAY, OHIO"," MID WEST",-83.6499321,41.04422
"28117",28119,"DENIED","TEAM AUTOMOTIVE GROUP","NON-TECHNICAL","ANALYST, DIGITAL AUTOMOTIVE MEDIA/MARKETING","Y",60000,2015,"OXNARD, CALIFORNIA"," WEST",-119.1770516,34.1975048
"28118",28120,"DENIED","WASHINGTON CONFERENCE OF SEVENTH DAY ADVENTISTS","NON-TECHNICAL","TEACHER","Y",34500,2015,"KIRKLAND, WASHINGTON"," WEST",-122.2059833,47.6768927
"28119",28121,"DENIED","ORION SYSTEMS INTEGRATORS DELAWARE LLC","TECHNICAL","PROGRAMMER ANALYST","Y",70304,2015,"MONMOUTH JUNCTION, NEW JERSEY"," NORTH EAST",-74.5465436,40.3789957
"28120",28122,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","SYSTEM ENGINEER","Y",82285,2015,"NOVATO, CALIFORNIA"," WEST",-122.5697032,38.1074198
"28121",28123,"DENIED","MICROSOFT CORPORATION","TECHNICAL","PRODUCT VALIDATION TEST ENGINEER","Y",74963,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28122",28124,"DENIED","URESTI ENDEAVORS, INC.","NON-TECHNICAL","CAREGIVER","N",17680,2015,"AUSTIN, TEXAS"," SOUTH",-97.7430608,30.267153
"28123",28125,"DENIED","THE KOREA TIMES LOS ANGELES, INC.","NON-TECHNICAL","BROADCAST NEWS ANALYST","N",38334.4,2015,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"28124",28126,"DENIED","VERWES BANK DEEL","NON-TECHNICAL","CUSTOMER SERVICE REPRESENTATIVE","Y",25646.4,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28125",28127,"DENIED","TECHLIGENT SYSTEMS INC.","TECHNICAL","BUSINESS ANALYST","N",63086.4,2015,"BROOKLYN, NEW YORK"," NORTH EAST",-73.9441579,40.6781784
"28126",28128,"DENIED","CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS","NON-TECHNICAL","OPERATIONS RESEARCHER","Y",46800,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"28127",28129,"DENIED","AMAZON CORPORATE LLC","NON-TECHNICAL","USER EXPERIENCE RESEARCHER I","Y",52499,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28128",28130,"DENIED","STATE UNIVERSITY OF NEW YORK AT BUFFALO","NON-TECHNICAL","RESEARCH ASSISTANT","N",40851.2,2015,"BUFFALO, NEW YORK"," NORTH EAST",-78.8783689,42.8864468
"28129",28131,"DENIED","THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","NON-TECHNICAL","SENIOR RESEARCH ASSOCIATE","Y",41194,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28130",28132,"DENIED","MICROSOFT CORPORATION","TECHNICAL","PRODUCT VALIDATION TEST ENGINEER","Y",74963,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"28131",28133,"DENIED","HOWARD HUGHES MEDICAL INSTITUTE","NON-TECHNICAL","RESEARCH ASSOCIATE","Y",50502,2015,"STANFORD, CALIFORNIA"," WEST",-122.1660756,37.424106
"28132",28134,"DENIED","UNIVERSITY OF COLORADO","NON-TECHNICAL","RESEARCH ASSOC/SR. RESEARCH FELLOW","Y",56950,2015,"BOULDER, COLORADO"," WEST",-105.2705456,40.0149856
"28133",28135,"DENIED","FOCUS FINANCIAL, LLC","NON-TECHNICAL","TELEMARKETER","Y",30389,2015,"LANHAM, MARYLAND"," SOUTH",-76.8620327,38.9685112
"28134",28136,"DENIED","AIG GLOBAL SERVICES, INC.","TECHNICAL","TECHNICAL ANALYST II- CORPORATE MESSAGING","Y",80200,2015,"FORT WORTH, TEXAS"," SOUTH",-97.3307658,32.7554883
"28135",28137,"DENIED","ARDMORE CITY SCHOOLS","NON-TECHNICAL","MATH TEACHER","Y",33600,2015,"ARDMORE, OKLAHOMA"," SOUTH",-97.1436254,34.1742611
"28136",28138,"DENIED","RITES LLC","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",84240,2015,"RICHMOND, VIRGINIA"," SOUTH",-77.4360481,37.5407246
"28137",28139,"DENIED","NEW UNIVISION ENTERPRISES, LLC","NON-TECHNICAL","ACCOUNT MANAGER","Y",59384,2015,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"28138",28140,"DENIED","LOGIK SYSTEMS INC","NON-TECHNICAL","CUSTOMER RESEARCHER","Y",35000,2015,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"28139",28141,"DENIED","COMPLEX LEGAL SERVICES, INC","TECHNICAL","SOFTWARE ENGINEER","Y",99798,2015,"TORRANCE, CALIFORNIA"," WEST",-118.3406288,33.8358492
"28140",28142,"DENIED","ALLEGHENY MEDICAL PRACTICE NETWORK","NON-TECHNICAL","PRIMARY CARE PHYSICIAN","Y",182700,2015,"NEW KENSINGTON, PENNSYLVANIA"," NORTH EAST",-79.7647705,40.5697892
"28141",28143,"DENIED","UPPER EDGE SOLUTIONS, LLC","NON-TECHNICAL","IT SOURCING AND NEGOTIATION ADVISOR","Y",58500,2015,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"28142",28144,"DENIED","SOBRR INC.","NON-TECHNICAL","CEO","Y",107390,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"28143",28145,"DENIED","ALPHA SYNOPSYS INC","TECHNICAL","SOFTWARE ENGINEER","Y",69464,2015,"CHARLOTTE, NORTH CAROLINA","SOUTH",-80.8431267,35.2270869
"28144",28146,"DENIED","GENPACT LLC","TECHNICAL","LEAD CONSULTANT","Y",79186,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"28146",28148,"DENIED","CATERPILLAR INC.","TECHNICAL","ENGINEER","Y",60923,2015,"MOSSVILLE, ILLINOIS"," MID WEST",-89.5679474,40.8171184
"28147",28149,"DENIED","CUMMINS INC.","TECHNICAL","ELECTRONICS ENGINEER","Y",56881,2015,"COLUMBUS, INDIANA"," MID WEST",-85.9213796,39.2014404
"28148",28150,"DENIED","PLANTA ANALYTICA LLC","NON-TECHNICAL","MEDICINAL PLANT PHARMACOGNOSIS","Y",123094.4,2015,"DANBURY, CONNECTICUT"," NORTH EAST",-73.4540111,41.394817
"28149",28151,"DENIED","AMAZON CORPORATE LLC","TECHNICAL","WEB DEVELOPMENT ENGINEER I","Y",104250,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"28150",28152,"DENIED","SAN JOSE STATE UNIVERSITY","NON-TECHNICAL","ASSISTANT PROFESSOR","Y",49716,2015,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"28151",28153,"DENIED","PYRAMID CONSULTING, INC.","TECHNICAL","PERFORMANCE TESTER","Y",74630,2015,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"28152",28154,"DENIED","OASYS TECHNOLOGIES, INC","TECHNICAL","PROGRAMMER ANALYST FILENET","N",79601.6,2015,"EAGAN, MINNESOTA"," MID WEST",-93.1668858,44.8041322
"28153",28155,"DENIED","IBM CORPORATION","TECHNICAL","IT SPECIALIST","Y",74568,2015,"CHARLOTTE, NORTH CAROLINA","SOUTH",-80.8431267,35.2270869
